message_key,kafka_timestamp,event_id,venta_id,event_type,canal,cliente_id,segmento,producto_id,categoria,cantidad,precio_base,descuento_pct,precio_final,monto_venta,metodo_pago,stock_actual,alerta,event_timestamp,processing_timestamp,batch_id
VS-0000996,2026-05-14 01:19:11.614,EVT-0000291,VS-0000996,descuento_aplicado,tienda_sur,CLI-02643,recurrente,PRD-0098,electronica,5,793.19,5.0,753.53,3767.65,tarjeta,45,,2026-05-14 01:19:11,2026-05-14 01:19:20.008,7
VN-0002268,2026-05-14 01:19:11.718,EVT-0000292,VN-0002268,descuento_aplicado,tienda_norte,CLI-01556,premium,PRD-0087,belleza,6,39.41,15.0,33.5,201.0,transferencia,57,,2026-05-14 01:19:11,2026-05-14 01:19:20.008,7
VS-0000475,2026-05-14 01:19:11.821,EVT-0000293,VS-0000475,venta_iniciada,tienda_sur,CLI-02508,recurrente,PRD-0132,electronica,5,658.28,0.0,658.28,3291.4,yape,221,,2026-05-14 01:19:11,2026-05-14 01:19:20.008,7
VN-0002174,2026-05-14 01:19:11.925,EVT-0000294,VN-0002174,descuento_aplicado,tienda_norte,CLI-01035,nuevo,PRD-0124,ropa,5,172.02,5.0,163.42,817.1,transferencia,191,,2026-05-14 01:19:11,2026-05-14 01:19:20.008,7
VS-0002400,2026-05-14 01:19:12.029,EVT-0000295,VS-0002400,venta_devuelta,tienda_sur,CLI-00829,recurrente,PRD-0134,belleza,1,97.62,0.0,97.62,97.62,tarjeta,77,,2026-05-14 01:19:12,2026-05-14 01:19:20.008,7
VS-0003017,2026-05-14 01:19:12.133,EVT-0000296,VS-0003017,descuento_aplicado,tienda_sur,CLI-01131,recurrente,PRD-0035,hogar,2,108.66,5.0,103.23,206.46,transferencia,123,,2026-05-14 01:19:12,2026-05-14 01:19:20.008,7
VS-0004629,2026-05-14 01:19:12.236,EVT-0000297,VS-0004629,venta_completada,tienda_sur,CLI-01840,premium,PRD-0182,hogar,3,116.18,0.0,116.18,348.54,tarjeta,47,,2026-05-14 01:19:12,2026-05-14 01:19:20.008,7
VN-0005120,2026-05-14 01:19:12.340,EVT-0000298,VN-0005120,feedback_recibido,tienda_norte,CLI-02601,recurrente,PRD-0114,hogar,2,254.22,0.0,254.22,508.44,transferencia,133,,2026-05-14 01:19:12,2026-05-14 01:19:20.008,7
VS-0002000,2026-05-14 01:19:12.443,EVT-0000299,VS-0002000,descuento_aplicado,tienda_sur,CLI-00763,nuevo,PRD-0065,jugueteria,6,199.53,0.0,199.53,1197.18,yape,251,,2026-05-14 01:19:12,2026-05-14 01:19:20.008,7
VS-0004197,2026-05-14 01:19:12.549,EVT-0000300,VS-0004197,venta_completada,tienda_sur,CLI-01226,nuevo,PRD-0086,alimentos,6,17.6,5.0,16.72,100.32,yape,9,,2026-05-14 01:19:12,2026-05-14 01:19:20.008,7
VN-0003027,2026-05-14 01:19:12.652,EVT-0000301,VN-0003027,venta_iniciada,tienda_norte,CLI-02069,recurrente,PRD-0045,belleza,5,37.15,15.0,31.58,157.9,tarjeta,69,,2026-05-14 01:19:12,2026-05-14 01:19:20.008,7
VS-0003743,2026-05-14 01:19:12.756,EVT-0000302,VS-0003743,venta_iniciada,tienda_sur,CLI-02638,inactivo,PRD-0161,belleza,1,33.75,0.0,33.75,33.75,tarjeta,259,,2026-05-14 01:19:12,2026-05-14 01:19:20.008,7
VN-0002786,2026-05-14 01:19:12.860,EVT-0000303,VN-0002786,venta_devuelta,tienda_norte,CLI-02031,nuevo,PRD-0009,alimentos,5,46.87,15.0,39.84,199.2,tarjeta,65,,2026-05-14 01:19:12,2026-05-14 01:19:20.008,7
VN-0000638,2026-05-14 01:19:12.967,EVT-0000304,VN-0000638,venta_devuelta,tienda_norte,CLI-01456,recurrente,PRD-0191,jugueteria,2,173.53,5.0,164.85,329.7,tarjeta,244,,2026-05-14 01:19:12,2026-05-14 01:19:20.008,7
VS-0002633,2026-05-14 01:19:13.070,EVT-0000305,VS-0002633,venta_completada,tienda_sur,CLI-02481,nuevo,PRD-0156,belleza,6,94.72,10.0,85.25,511.5,yape,196,,2026-05-14 01:19:13,2026-05-14 01:19:20.008,7
VS-0004524,2026-05-14 01:19:13.174,EVT-0000306,VS-0004524,venta_iniciada,tienda_sur,CLI-02857,nuevo,PRD-0030,hogar,4,246.84,5.0,234.5,938.0,tarjeta,251,,2026-05-14 01:19:13,2026-05-14 01:19:20.008,7
VN-0004106,2026-05-14 01:19:13.277,EVT-0000307,VN-0004106,descuento_aplicado,tienda_norte,CLI-00182,recurrente,PRD-0176,alimentos,5,71.08,0.0,71.08,355.4,yape,140,,2026-05-14 01:19:13,2026-05-14 01:19:20.008,7
VS-0000617,2026-05-14 01:19:13.380,EVT-0000308,VS-0000617,venta_iniciada,tienda_sur,CLI-00692,nuevo,PRD-0150,electronica,1,820.22,0.0,820.22,820.22,yape,116,,2026-05-14 01:19:13,2026-05-14 01:19:20.008,7
VS-0001589,2026-05-14 01:19:13.483,EVT-0000309,VS-0001589,venta_iniciada,tienda_sur,CLI-00976,recurrente,PRD-0106,hogar,5,233.66,0.0,233.66,1168.3,tarjeta,20,,2026-05-14 01:19:13,2026-05-14 01:19:20.008,7
VN-0004573,2026-05-14 01:19:13.585,EVT-0000310,VN-0004573,descuento_aplicado,tienda_norte,CLI-02716,inactivo,PRD-0051,electronica,5,328.46,10.0,295.61,1478.05,tarjeta,73,,2026-05-14 01:19:13,2026-05-14 01:19:20.008,7
VN-0001226,2026-05-14 01:19:13.688,EVT-0000311,VN-0001226,venta_devuelta,tienda_norte,CLI-00300,premium,PRD-0177,electronica,2,1066.18,0.0,1066.18,2132.36,yape,65,ALERTA_DEVOLUCION_ALTO_VALOR,2026-05-14 01:19:13,2026-05-14 01:19:20.008,7
VN-0002586,2026-05-14 01:19:13.790,EVT-0000312,VN-0002586,venta_completada,tienda_norte,CLI-02250,recurrente,PRD-0140,hogar,4,117.83,0.0,117.83,471.32,yape,8,,2026-05-14 01:19:13,2026-05-14 01:19:20.008,7
VN-0005616,2026-05-14 01:19:13.894,EVT-0000313,VN-0005616,venta_iniciada,tienda_norte,CLI-00019,inactivo,PRD-0003,ropa,1,176.5,10.0,158.85,158.85,efectivo,291,,2026-05-14 01:19:13,2026-05-14 01:19:20.008,7
VS-0003244,2026-05-14 01:19:13.997,EVT-0000314,VS-0003244,stock_bajo,tienda_sur,CLI-02550,recurrente,PRD-0136,ropa,6,103.8,0.0,103.8,622.8,tarjeta,16,,2026-05-14 01:19:13,2026-05-14 01:19:20.008,7
VN-0005752,2026-05-14 01:19:14.101,EVT-0000315,VN-0005752,venta_iniciada,tienda_norte,CLI-02634,nuevo,PRD-0115,electronica,5,1144.16,20.0,915.33,4576.65,transferencia,52,,2026-05-14 01:19:14,2026-05-14 01:19:20.008,7
VS-0000124,2026-05-14 01:19:14.203,EVT-0000316,VS-0000124,venta_iniciada,tienda_sur,CLI-00539,recurrente,PRD-0060,jugueteria,5,139.14,15.0,118.27,591.35,tarjeta,29,,2026-05-14 01:19:14,2026-05-14 01:19:20.008,7
VS-0002551,2026-05-14 01:19:14.307,EVT-0000317,VS-0002551,descuento_aplicado,tienda_sur,CLI-01147,nuevo,PRD-0179,deportes,4,389.09,5.0,369.64,1478.56,efectivo,80,,2026-05-14 01:19:14,2026-05-14 01:19:20.008,7
VN-0005201,2026-05-14 01:19:14.411,EVT-0000318,VN-0005201,stock_bajo,tienda_norte,CLI-00967,recurrente,PRD-0012,hogar,2,154.12,5.0,146.41,292.82,tarjeta,151,,2026-05-14 01:19:14,2026-05-14 01:19:20.008,7
VN-0000610,2026-05-14 01:19:14.516,EVT-0000319,VN-0000610,stock_bajo,tienda_norte,CLI-00904,inactivo,PRD-0015,deportes,4,57.34,5.0,54.47,217.88,yape,351,,2026-05-14 01:19:14,2026-05-14 01:19:20.008,7
VN-0003985,2026-05-14 01:19:14.619,EVT-0000320,VN-0003985,venta_completada,tienda_norte,CLI-02164,premium,PRD-0053,alimentos,1,5.18,0.0,5.18,5.18,yape,185,,2026-05-14 01:19:14,2026-05-14 01:19:20.008,7
VN-0005594,2026-05-14 01:19:14.722,EVT-0000321,VN-0005594,venta_iniciada,tienda_norte,CLI-02321,recurrente,PRD-0163,ropa,6,92.65,10.0,83.39,500.34,tarjeta,102,,2026-05-14 01:19:14,2026-05-14 01:19:20.008,7
VN-0001029,2026-05-14 01:19:14.827,EVT-0000322,VN-0001029,stock_bajo,tienda_norte,CLI-01025,recurrente,PRD-0025,electronica,3,397.73,0.0,397.73,1193.19,tarjeta,151,,2026-05-14 01:19:14,2026-05-14 01:19:20.008,7
VS-0000299,2026-05-14 01:19:14.930,EVT-0000323,VS-0000299,stock_bajo,tienda_sur,CLI-01973,inactivo,PRD-0017,electronica,4,739.99,0.0,739.99,2959.96,tarjeta,12,ALERTA_STOCK_BAJO,2026-05-14 01:19:14,2026-05-14 01:19:20.008,7
VN-0001784,2026-05-14 01:19:15.033,EVT-0000324,VN-0001784,stock_bajo,tienda_norte,CLI-02793,recurrente,PRD-0090,alimentos,3,12.01,0.0,12.01,36.03,efectivo,95,,2026-05-14 01:19:15,2026-05-14 01:19:20.008,7
VS-0002664,2026-05-14 01:19:15.135,EVT-0000325,VS-0002664,descuento_aplicado,tienda_sur,CLI-00683,recurrente,PRD-0122,deportes,2,249.51,10.0,224.56,449.12,yape,154,,2026-05-14 01:19:15,2026-05-14 01:19:20.008,7
VN-0003905,2026-05-14 01:19:15.238,EVT-0000326,VN-0003905,stock_bajo,tienda_norte,CLI-02586,recurrente,PRD-0003,ropa,1,176.5,10.0,158.85,158.85,tarjeta,171,,2026-05-14 01:19:15,2026-05-14 01:19:20.008,7
VS-0001618,2026-05-14 01:19:15.340,EVT-0000327,VS-0001618,descuento_aplicado,tienda_sur,CLI-02155,nuevo,PRD-0152,deportes,2,99.91,0.0,99.91,199.82,yape,107,,2026-05-14 01:19:15,2026-05-14 01:19:20.008,7
VN-0003126,2026-05-14 01:19:15.443,EVT-0000328,VN-0003126,venta_completada,tienda_norte,CLI-02800,recurrente,PRD-0008,electronica,3,1107.3,15.0,941.2,2823.6,tarjeta,458,,2026-05-14 01:19:15,2026-05-14 01:19:20.008,7
VN-0000338,2026-05-14 01:19:15.546,EVT-0000329,VN-0000338,venta_iniciada,tienda_norte,CLI-01110,nuevo,PRD-0184,ropa,5,149.4,0.0,149.4,747.0,yape,85,,2026-05-14 01:19:15,2026-05-14 01:19:20.008,7
VS-0004369,2026-05-14 01:19:15.649,EVT-0000330,VS-0004369,venta_iniciada,tienda_sur,CLI-00035,recurrente,PRD-0021,belleza,1,18.21,5.0,17.3,17.3,efectivo,77,,2026-05-14 01:19:15,2026-05-14 01:19:20.008,7
VS-0001029,2026-05-14 01:19:15.752,EVT-0000331,VS-0001029,venta_iniciada,tienda_sur,CLI-02095,recurrente,PRD-0184,ropa,4,149.4,5.0,141.93,567.72,transferencia,61,,2026-05-14 01:19:15,2026-05-14 01:19:20.008,7
VS-0003692,2026-05-14 01:19:15.856,EVT-0000332,VS-0003692,venta_completada,tienda_sur,CLI-00508,recurrente,PRD-0012,hogar,5,154.12,0.0,154.12,770.6,tarjeta,28,,2026-05-14 01:19:15,2026-05-14 01:19:20.008,7
VS-0000831,2026-05-14 01:19:15.960,EVT-0000333,VS-0000831,descuento_aplicado,tienda_sur,CLI-02185,recurrente,PRD-0133,belleza,6,96.84,0.0,96.84,581.04,yape,113,,2026-05-14 01:19:15,2026-05-14 01:19:20.008,7
VN-0001060,2026-05-14 01:19:16.064,EVT-0000334,VN-0001060,venta_iniciada,tienda_norte,CLI-01572,recurrente,PRD-0013,electronica,5,460.77,10.0,414.69,2073.45,tarjeta,116,,2026-05-14 01:19:16,2026-05-14 01:19:20.008,7
VS-0001619,2026-05-14 01:19:16.167,EVT-0000335,VS-0001619,feedback_recibido,tienda_sur,CLI-02381,recurrente,PRD-0102,jugueteria,5,74.67,15.0,63.47,317.35,tarjeta,29,,2026-05-14 01:19:16,2026-05-14 01:19:20.008,7
VS-0003529,2026-05-14 01:19:16.271,EVT-0000336,VS-0003529,venta_completada,tienda_sur,CLI-02056,nuevo,PRD-0136,ropa,1,103.8,0.0,103.8,103.8,tarjeta,140,,2026-05-14 01:19:16,2026-05-14 01:19:20.008,7
VS-0003514,2026-05-14 01:19:16.374,EVT-0000337,VS-0003514,venta_iniciada,tienda_sur,CLI-02179,recurrente,PRD-0112,deportes,6,288.27,15.0,245.03,1470.18,efectivo,146,,2026-05-14 01:19:16,2026-05-14 01:19:20.008,7
VS-0000279,2026-05-14 01:19:16.476,EVT-0000338,VS-0000279,stock_bajo,tienda_sur,CLI-00071,inactivo,PRD-0156,belleza,5,94.72,5.0,89.98,449.9,transferencia,69,,2026-05-14 01:19:16,2026-05-14 01:19:20.008,7
VN-0003632,2026-05-14 01:19:16.579,EVT-0000339,VN-0003632,venta_completada,tienda_norte,CLI-01811,recurrente,PRD-0038,alimentos,5,41.76,10.0,37.58,187.9,tarjeta,157,,2026-05-14 01:19:16,2026-05-14 01:19:20.008,7
VN-0004922,2026-05-14 01:19:16.681,EVT-0000340,VN-0004922,stock_bajo,tienda_norte,CLI-02345,inactivo,PRD-0034,jugueteria,4,104.06,0.0,104.06,416.24,transferencia,344,,2026-05-14 01:19:16,2026-05-14 01:19:20.008,7
VS-0001187,2026-05-14 01:19:16.784,EVT-0000341,VS-0001187,descuento_aplicado,tienda_sur,CLI-02981,inactivo,PRD-0080,ropa,6,142.71,0.0,142.71,856.26,yape,269,,2026-05-14 01:19:16,2026-05-14 01:19:20.008,7
VS-0001418,2026-05-14 01:19:16.891,EVT-0000342,VS-0001418,descuento_aplicado,tienda_sur,CLI-01288,inactivo,PRD-0086,alimentos,1,17.6,5.0,16.72,16.72,tarjeta,40,,2026-05-14 01:19:16,2026-05-14 01:19:20.008,7
VS-0001225,2026-05-14 01:19:16.995,EVT-0000343,VS-0001225,venta_completada,tienda_sur,CLI-01312,nuevo,PRD-0111,alimentos,6,73.87,10.0,66.48,398.88,efectivo,367,,2026-05-14 01:19:16,2026-05-14 01:19:20.008,7
VN-0004528,2026-05-14 01:19:17.098,EVT-0000344,VN-0004528,venta_iniciada,tienda_norte,CLI-01690,premium,PRD-0133,belleza,3,96.84,5.0,92.0,276.0,efectivo,440,,2026-05-14 01:19:17,2026-05-14 01:19:20.008,7
VS-0002983,2026-05-14 01:19:17.201,EVT-0000345,VS-0002983,stock_bajo,tienda_sur,CLI-00679,nuevo,PRD-0029,ropa,3,100.57,10.0,90.51,271.53,tarjeta,150,,2026-05-14 01:19:17,2026-05-14 01:19:20.008,7
VS-0000419,2026-05-14 01:19:17.307,EVT-0000346,VS-0000419,stock_bajo,tienda_sur,CLI-02625,nuevo,PRD-0039,ropa,5,61.08,10.0,54.97,274.85,transferencia,19,,2026-05-14 01:19:17,2026-05-14 01:19:20.008,7
VS-0002436,2026-05-14 01:19:17.410,EVT-0000347,VS-0002436,venta_completada,tienda_sur,CLI-01260,nuevo,PRD-0030,hogar,1,246.84,0.0,246.84,246.84,yape,69,,2026-05-14 01:19:17,2026-05-14 01:19:20.008,7
VN-0002632,2026-05-14 01:19:17.512,EVT-0000348,VN-0002632,stock_bajo,tienda_norte,CLI-02899,premium,PRD-0123,ropa,4,40.34,0.0,40.34,161.36,tarjeta,79,,2026-05-14 01:19:17,2026-05-14 01:19:20.008,7
VN-0005487,2026-05-14 01:19:17.615,EVT-0000349,VN-0005487,descuento_aplicado,tienda_norte,CLI-00385,nuevo,PRD-0004,hogar,1,53.89,20.0,43.11,43.11,tarjeta,37,,2026-05-14 01:19:17,2026-05-14 01:19:20.008,7
VN-0003817,2026-05-14 01:19:17.717,EVT-0000350,VN-0003817,venta_completada,tienda_norte,CLI-02972,recurrente,PRD-0196,alimentos,1,41.23,10.0,37.11,37.11,yape,209,,2026-05-14 01:19:17,2026-05-14 01:19:20.008,7
VN-0005248,2026-05-14 01:19:17.820,EVT-0000351,VN-0005248,venta_completada,tienda_norte,CLI-01755,premium,PRD-0047,hogar,2,243.07,10.0,218.76,437.52,yape,126,,2026-05-14 01:19:17,2026-05-14 01:19:20.008,7
VN-0004361,2026-05-14 01:19:17.924,EVT-0000352,VN-0004361,feedback_recibido,tienda_norte,CLI-01962,nuevo,PRD-0024,jugueteria,5,135.72,0.0,135.72,678.6,tarjeta,243,,2026-05-14 01:19:17,2026-05-14 01:19:20.008,7
VS-0003139,2026-05-14 01:19:18.027,EVT-0000353,VS-0003139,venta_completada,tienda_sur,CLI-01370,nuevo,PRD-0024,jugueteria,4,135.72,0.0,135.72,542.88,efectivo,75,,2026-05-14 01:19:18,2026-05-14 01:19:20.008,7
VS-0000973,2026-05-14 01:19:18.131,EVT-0000354,VS-0000973,venta_completada,tienda_sur,CLI-00521,inactivo,PRD-0046,electronica,5,362.76,0.0,362.76,1813.8,efectivo,12,,2026-05-14 01:19:18,2026-05-14 01:19:20.008,7
VN-0005989,2026-05-14 01:19:18.234,EVT-0000355,VN-0005989,venta_iniciada,tienda_norte,CLI-01487,recurrente,PRD-0041,ropa,3,170.99,5.0,162.44,487.32,efectivo,24,,2026-05-14 01:19:18,2026-05-14 01:19:20.008,7
VN-0004042,2026-05-14 01:19:18.336,EVT-0000356,VN-0004042,stock_bajo,tienda_norte,CLI-00455,recurrente,PRD-0050,alimentos,5,11.33,0.0,11.33,56.65,tarjeta,49,,2026-05-14 01:19:18,2026-05-14 01:19:20.008,7
VN-0004797,2026-05-14 01:19:18.439,EVT-0000357,VN-0004797,venta_iniciada,tienda_norte,CLI-01545,recurrente,PRD-0055,belleza,2,20.29,15.0,17.25,34.5,tarjeta,19,,2026-05-14 01:19:18,2026-05-14 01:19:20.008,7
VN-0000605,2026-05-14 01:19:18.544,EVT-0000358,VN-0000605,venta_completada,tienda_norte,CLI-01293,nuevo,PRD-0141,jugueteria,5,142.42,0.0,142.42,712.1,efectivo,99,,2026-05-14 01:19:18,2026-05-14 01:19:20.008,7
VN-0004252,2026-05-14 01:19:18.647,EVT-0000359,VN-0004252,stock_bajo,tienda_norte,CLI-01443,recurrente,PRD-0014,hogar,6,315.58,5.0,299.8,1798.8,tarjeta,328,,2026-05-14 01:19:18,2026-05-14 01:19:20.008,7
VN-0000673,2026-05-14 01:19:18.758,EVT-0000360,VN-0000673,venta_iniciada,tienda_norte,CLI-01913,recurrente,PRD-0148,ropa,3,154.04,10.0,138.64,415.92,tarjeta,56,,2026-05-14 01:19:18,2026-05-14 01:19:20.008,7
VS-0000264,2026-05-14 01:19:18.866,EVT-0000361,VS-0000264,venta_devuelta,tienda_sur,CLI-01848,nuevo,PRD-0088,alimentos,1,66.62,0.0,66.62,66.62,yape,62,,2026-05-14 01:19:18,2026-05-14 01:19:20.008,7
VS-0004783,2026-05-14 01:19:18.969,EVT-0000362,VS-0004783,venta_iniciada,tienda_sur,CLI-00304,recurrente,PRD-0177,electronica,4,1066.18,5.0,1012.87,4051.48,tarjeta,107,,2026-05-14 01:19:18,2026-05-14 01:19:20.008,7
VS-0001821,2026-05-14 01:19:19.072,EVT-0000363,VS-0001821,venta_iniciada,tienda_sur,CLI-01881,premium,PRD-0071,belleza,1,71.07,0.0,71.07,71.07,yape,82,,2026-05-14 01:19:19,2026-05-14 01:19:20.008,7
VS-0003067,2026-05-14 01:19:19.174,EVT-0000364,VS-0003067,venta_completada,tienda_sur,CLI-02386,recurrente,PRD-0059,hogar,4,145.94,20.0,116.75,467.0,yape,15,,2026-05-14 01:19:19,2026-05-14 01:19:20.008,7
VN-0001259,2026-05-14 01:19:19.277,EVT-0000365,VN-0001259,venta_completada,tienda_norte,CLI-02170,inactivo,PRD-0050,alimentos,2,11.33,0.0,11.33,22.66,tarjeta,34,,2026-05-14 01:19:19,2026-05-14 01:19:20.008,7
VN-0005248,2026-05-14 01:19:19.381,EVT-0000366,VN-0005248,feedback_recibido,tienda_norte,CLI-01755,premium,PRD-0047,hogar,5,243.07,20.0,194.46,972.3,tarjeta,207,,2026-05-14 01:19:19,2026-05-14 01:19:20.008,7
VN-0000895,2026-05-14 01:19:19.484,EVT-0000367,VN-0000895,venta_completada,tienda_norte,CLI-00067,premium,PRD-0084,belleza,5,111.13,5.0,105.57,527.85,efectivo,228,,2026-05-14 01:19:19,2026-05-14 01:19:20.008,7
VS-0001666,2026-05-14 01:19:19.585,EVT-0000368,VS-0001666,venta_completada,tienda_sur,CLI-01747,inactivo,PRD-0026,electronica,5,1165.21,5.0,1106.95,5534.75,yape,357,,2026-05-14 01:19:19,2026-05-14 01:19:20.008,7
VS-0000192,2026-05-14 01:19:19.688,EVT-0000369,VS-0000192,descuento_aplicado,tienda_sur,CLI-00247,nuevo,PRD-0033,electronica,5,696.3,0.0,696.3,3481.5,yape,44,,2026-05-14 01:19:19,2026-05-14 01:19:20.008,7
VN-0005366,2026-05-14 01:19:19.790,EVT-0000370,VN-0005366,venta_iniciada,tienda_norte,CLI-01188,recurrente,PRD-0027,belleza,1,30.66,20.0,24.53,24.53,efectivo,189,,2026-05-14 01:19:19,2026-05-14 01:19:20.008,7
VS-0002686,2026-05-14 01:19:19.893,EVT-0000371,VS-0002686,venta_iniciada,tienda_sur,CLI-01083,recurrente,PRD-0080,ropa,5,142.71,5.0,135.57,677.85,tarjeta,233,,2026-05-14 01:19:19,2026-05-14 01:19:20.008,7
VN-0002898,2026-05-14 01:19:19.995,EVT-0000372,VN-0002898,venta_completada,tienda_norte,CLI-01004,recurrente,PRD-0105,ropa,4,78.57,0.0,78.57,314.28,tarjeta,77,,2026-05-14 01:19:19,2026-05-14 01:19:20.008,7
