message_key,kafka_timestamp,event_id,venta_id,event_type,canal,cliente_id,segmento,producto_id,categoria,cantidad,precio_base,descuento_pct,precio_final,monto_venta,metodo_pago,stock_actual,alerta,event_timestamp,processing_timestamp,batch_id
VN-0003766,2026-05-14 01:18:54.784,EVT-0000129,VN-0003766,descuento_aplicado,tienda_norte,CLI-02276,inactivo,PRD-0175,ropa,3,74.48,20.0,59.58,178.74,tarjeta,3,,2026-05-14 01:18:54,2026-05-14 01:19:00.210,5
VS-0003742,2026-05-14 01:18:54.896,EVT-0000130,VS-0003742,feedback_recibido,tienda_sur,CLI-02559,nuevo,PRD-0085,hogar,6,117.15,15.0,99.58,597.48,yape,350,,2026-05-14 01:18:54,2026-05-14 01:19:00.210,5
VN-0001102,2026-05-14 01:18:54.998,EVT-0000131,VN-0001102,stock_bajo,tienda_norte,CLI-02580,recurrente,PRD-0032,ropa,6,132.44,0.0,132.44,794.64,yape,16,,2026-05-14 01:18:54,2026-05-14 01:19:00.210,5
VS-0003733,2026-05-14 01:18:55.103,EVT-0000132,VS-0003733,stock_bajo,tienda_sur,CLI-02623,nuevo,PRD-0038,alimentos,1,41.76,10.0,37.58,37.58,tarjeta,108,,2026-05-14 01:18:55,2026-05-14 01:19:00.210,5
VN-0003355,2026-05-14 01:18:55.207,EVT-0000133,VN-0003355,venta_iniciada,tienda_norte,CLI-02070,recurrente,PRD-0015,deportes,4,57.34,0.0,57.34,229.36,tarjeta,218,,2026-05-14 01:18:55,2026-05-14 01:19:00.210,5
VS-0000646,2026-05-14 01:18:55.314,EVT-0000134,VS-0000646,descuento_aplicado,tienda_sur,CLI-02760,recurrente,PRD-0104,deportes,2,195.93,0.0,195.93,391.86,tarjeta,226,,2026-05-14 01:18:55,2026-05-14 01:19:00.210,5
VN-0001352,2026-05-14 01:18:55.418,EVT-0000135,VN-0001352,venta_iniciada,tienda_norte,CLI-00744,nuevo,PRD-0050,alimentos,2,11.33,10.0,10.2,20.4,tarjeta,74,,2026-05-14 01:18:55,2026-05-14 01:19:00.210,5
VN-0002898,2026-05-14 01:18:55.524,EVT-0000136,VN-0002898,feedback_recibido,tienda_norte,CLI-01004,recurrente,PRD-0105,ropa,5,78.57,15.0,66.78,333.9,tarjeta,117,,2026-05-14 01:18:55,2026-05-14 01:19:00.210,5
VS-0001428,2026-05-14 01:18:55.627,EVT-0000137,VS-0001428,venta_completada,tienda_sur,CLI-00574,recurrente,PRD-0015,deportes,2,57.34,0.0,57.34,114.68,tarjeta,76,,2026-05-14 01:18:55,2026-05-14 01:19:00.210,5
VS-0000879,2026-05-14 01:18:55.729,EVT-0000138,VS-0000879,venta_devuelta,tienda_sur,CLI-01445,premium,PRD-0119,ropa,4,170.18,0.0,170.18,680.72,yape,23,ALERTA_DEVOLUCION_ALTO_VALOR,2026-05-14 01:18:55,2026-05-14 01:19:00.210,5
VN-0002594,2026-05-14 01:18:55.832,EVT-0000139,VN-0002594,venta_devuelta,tienda_norte,CLI-01154,nuevo,PRD-0037,belleza,2,75.32,5.0,71.55,143.1,tarjeta,140,,2026-05-14 01:18:55,2026-05-14 01:19:00.210,5
VS-0004747,2026-05-14 01:18:55.938,EVT-0000140,VS-0004747,venta_iniciada,tienda_sur,CLI-02607,nuevo,PRD-0025,electronica,3,397.73,10.0,357.96,1073.88,yape,39,,2026-05-14 01:18:55,2026-05-14 01:19:00.210,5
VN-0004130,2026-05-14 01:18:56.043,EVT-0000141,VN-0004130,venta_completada,tienda_norte,CLI-02466,nuevo,PRD-0195,ropa,2,173.27,20.0,138.62,277.24,transferencia,202,,2026-05-14 01:18:56,2026-05-14 01:19:00.210,5
VS-0003640,2026-05-14 01:18:56.145,EVT-0000142,VS-0003640,descuento_aplicado,tienda_sur,CLI-02525,recurrente,PRD-0016,deportes,1,200.22,10.0,180.2,180.2,tarjeta,20,,2026-05-14 01:18:56,2026-05-14 01:19:00.210,5
VN-0001196,2026-05-14 01:18:56.249,EVT-0000143,VN-0001196,venta_iniciada,tienda_norte,CLI-02049,recurrente,PRD-0119,ropa,4,170.18,0.0,170.18,680.72,yape,73,,2026-05-14 01:18:56,2026-05-14 01:19:00.210,5
VS-0002443,2026-05-14 01:18:56.353,EVT-0000144,VS-0002443,venta_completada,tienda_sur,CLI-01534,inactivo,PRD-0156,belleza,1,94.72,0.0,94.72,94.72,yape,390,,2026-05-14 01:18:56,2026-05-14 01:19:00.210,5
VS-0004321,2026-05-14 01:18:56.458,EVT-0000145,VS-0004321,venta_devuelta,tienda_sur,CLI-00763,nuevo,PRD-0178,belleza,6,87.6,0.0,87.6,525.6,tarjeta,276,ALERTA_DEVOLUCION_ALTO_VALOR,2026-05-14 01:18:56,2026-05-14 01:19:00.210,5
VS-0002545,2026-05-14 01:18:56.561,EVT-0000146,VS-0002545,venta_devuelta,tienda_sur,CLI-00956,nuevo,PRD-0173,ropa,5,176.53,5.0,167.7,838.5,yape,27,ALERTA_DEVOLUCION_ALTO_VALOR,2026-05-14 01:18:56,2026-05-14 01:19:00.210,5
VN-0004574,2026-05-14 01:18:56.664,EVT-0000147,VN-0004574,venta_iniciada,tienda_norte,CLI-02209,recurrente,PRD-0156,belleza,3,94.72,5.0,89.98,269.94,tarjeta,154,,2026-05-14 01:18:56,2026-05-14 01:19:00.210,5
VS-0004225,2026-05-14 01:18:56.768,EVT-0000148,VS-0004225,stock_bajo,tienda_sur,CLI-02547,recurrente,PRD-0022,hogar,3,64.46,5.0,61.24,183.72,transferencia,11,ALERTA_STOCK_BAJO,2026-05-14 01:18:56,2026-05-14 01:19:00.210,5
VS-0001845,2026-05-14 01:18:56.872,EVT-0000149,VS-0001845,venta_completada,tienda_sur,CLI-01052,inactivo,PRD-0137,ropa,4,131.59,10.0,118.43,473.72,tarjeta,101,,2026-05-14 01:18:56,2026-05-14 01:19:00.210,5
VN-0000007,2026-05-14 01:18:56.977,EVT-0000150,VN-0000007,venta_completada,tienda_norte,CLI-00579,nuevo,PRD-0073,belleza,4,68.02,5.0,64.62,258.48,tarjeta,48,,2026-05-14 01:18:56,2026-05-14 01:19:00.210,5
VS-0002474,2026-05-14 01:18:57.080,EVT-0000151,VS-0002474,venta_completada,tienda_sur,CLI-00316,recurrente,PRD-0126,electronica,1,1043.23,10.0,938.91,938.91,efectivo,13,,2026-05-14 01:18:57,2026-05-14 01:19:00.210,5
VS-0004529,2026-05-14 01:18:57.186,EVT-0000152,VS-0004529,venta_iniciada,tienda_sur,CLI-02373,inactivo,PRD-0116,alimentos,5,9.21,20.0,7.37,36.85,tarjeta,75,,2026-05-14 01:18:57,2026-05-14 01:19:00.210,5
VN-0002033,2026-05-14 01:18:57.290,EVT-0000153,VN-0002033,feedback_recibido,tienda_norte,CLI-00661,inactivo,PRD-0126,electronica,2,1043.23,0.0,1043.23,2086.46,yape,60,,2026-05-14 01:18:57,2026-05-14 01:19:00.210,5
VN-0000265,2026-05-14 01:18:57.393,EVT-0000154,VN-0000265,venta_iniciada,tienda_norte,CLI-02701,recurrente,PRD-0112,deportes,4,288.27,0.0,288.27,1153.08,yape,173,,2026-05-14 01:18:57,2026-05-14 01:19:00.210,5
VN-0003578,2026-05-14 01:18:57.496,EVT-0000155,VN-0003578,venta_completada,tienda_norte,CLI-01405,nuevo,PRD-0148,ropa,1,154.04,10.0,138.64,138.64,yape,187,,2026-05-14 01:18:57,2026-05-14 01:19:00.210,5
VN-0005066,2026-05-14 01:18:57.600,EVT-0000156,VN-0005066,descuento_aplicado,tienda_norte,CLI-02609,inactivo,PRD-0185,ropa,5,178.75,15.0,151.94,759.7,tarjeta,136,,2026-05-14 01:18:57,2026-05-14 01:19:00.210,5
VN-0002855,2026-05-14 01:18:57.703,EVT-0000157,VN-0002855,venta_completada,tienda_norte,CLI-02579,inactivo,PRD-0145,deportes,3,340.64,0.0,340.64,1021.92,tarjeta,4,,2026-05-14 01:18:57,2026-05-14 01:19:00.210,5
VN-0005114,2026-05-14 01:18:57.809,EVT-0000158,VN-0005114,venta_iniciada,tienda_norte,CLI-01749,recurrente,PRD-0049,electronica,6,1047.28,0.0,1047.28,6283.68,tarjeta,118,,2026-05-14 01:18:57,2026-05-14 01:19:00.210,5
VN-0002922,2026-05-14 01:18:57.912,EVT-0000159,VN-0002922,venta_iniciada,tienda_norte,CLI-00632,recurrente,PRD-0178,belleza,1,87.6,15.0,74.46,74.46,yape,69,,2026-05-14 01:18:57,2026-05-14 01:19:00.210,5
VS-0002999,2026-05-14 01:18:58.016,EVT-0000160,VS-0002999,descuento_aplicado,tienda_sur,CLI-02381,recurrente,PRD-0134,belleza,2,97.62,0.0,97.62,195.24,efectivo,13,,2026-05-14 01:18:58,2026-05-14 01:19:00.210,5
VS-0002568,2026-05-14 01:18:58.121,EVT-0000161,VS-0002568,venta_completada,tienda_sur,CLI-00056,recurrente,PRD-0085,hogar,2,117.15,5.0,111.29,222.58,tarjeta,344,,2026-05-14 01:18:58,2026-05-14 01:19:00.210,5
VN-0001377,2026-05-14 01:18:58.224,EVT-0000162,VN-0001377,stock_bajo,tienda_norte,CLI-00188,recurrente,PRD-0126,electronica,4,1043.23,5.0,991.07,3964.28,tarjeta,46,,2026-05-14 01:18:58,2026-05-14 01:19:00.210,5
VS-0001787,2026-05-14 01:18:58.328,EVT-0000163,VS-0001787,venta_completada,tienda_sur,CLI-02708,recurrente,PRD-0112,deportes,6,288.27,0.0,288.27,1729.62,yape,391,,2026-05-14 01:18:58,2026-05-14 01:19:00.210,5
VN-0004370,2026-05-14 01:18:58.432,EVT-0000164,VN-0004370,venta_completada,tienda_norte,CLI-01111,recurrente,PRD-0104,deportes,1,195.93,0.0,195.93,195.93,efectivo,165,,2026-05-14 01:18:58,2026-05-14 01:19:00.210,5
VN-0003022,2026-05-14 01:18:58.541,EVT-0000165,VN-0003022,feedback_recibido,tienda_norte,CLI-00051,recurrente,PRD-0021,belleza,2,18.21,10.0,16.39,32.78,transferencia,13,,2026-05-14 01:18:58,2026-05-14 01:19:00.210,5
VN-0003755,2026-05-14 01:18:58.647,EVT-0000166,VN-0003755,venta_iniciada,tienda_norte,CLI-01681,nuevo,PRD-0130,deportes,1,395.01,10.0,355.51,355.51,efectivo,392,,2026-05-14 01:18:58,2026-05-14 01:19:00.210,5
VN-0002226,2026-05-14 01:18:58.752,EVT-0000167,VN-0002226,venta_completada,tienda_norte,CLI-01803,inactivo,PRD-0139,alimentos,2,18.66,20.0,14.93,29.86,efectivo,36,,2026-05-14 01:18:58,2026-05-14 01:19:00.210,5
VN-0004688,2026-05-14 01:18:58.857,EVT-0000168,VN-0004688,descuento_aplicado,tienda_norte,CLI-00590,recurrente,PRD-0010,ropa,5,147.48,15.0,125.36,626.8,yape,329,,2026-05-14 01:18:58,2026-05-14 01:19:00.210,5
VS-0004315,2026-05-14 01:18:58.962,EVT-0000169,VS-0004315,venta_iniciada,tienda_sur,CLI-00292,premium,PRD-0131,electronica,4,345.73,5.0,328.44,1313.76,efectivo,128,,2026-05-14 01:18:58,2026-05-14 01:19:00.210,5
VN-0000942,2026-05-14 01:18:59.069,EVT-0000170,VN-0000942,descuento_aplicado,tienda_norte,CLI-00713,nuevo,PRD-0064,hogar,6,56.47,0.0,56.47,338.82,tarjeta,227,,2026-05-14 01:18:59,2026-05-14 01:19:00.210,5
VN-0001085,2026-05-14 01:18:59.174,EVT-0000171,VN-0001085,venta_completada,tienda_norte,CLI-02656,nuevo,PRD-0062,jugueteria,2,127.56,0.0,127.56,255.12,efectivo,3,,2026-05-14 01:18:59,2026-05-14 01:19:00.210,5
VN-0004513,2026-05-14 01:18:59.279,EVT-0000172,VN-0004513,descuento_aplicado,tienda_norte,CLI-02313,nuevo,PRD-0078,ropa,5,54.94,0.0,54.94,274.7,transferencia,15,,2026-05-14 01:18:59,2026-05-14 01:19:00.210,5
VS-0000233,2026-05-14 01:18:59.383,EVT-0000173,VS-0000233,venta_devuelta,tienda_sur,CLI-00419,inactivo,PRD-0090,alimentos,5,12.01,5.0,11.41,57.05,yape,61,,2026-05-14 01:18:59,2026-05-14 01:19:00.210,5
VS-0002524,2026-05-14 01:18:59.489,EVT-0000174,VS-0002524,venta_iniciada,tienda_sur,CLI-00162,recurrente,PRD-0060,jugueteria,3,139.14,0.0,139.14,417.42,tarjeta,43,,2026-05-14 01:18:59,2026-05-14 01:19:00.210,5
VN-0003078,2026-05-14 01:18:59.596,EVT-0000175,VN-0003078,stock_bajo,tienda_norte,CLI-00317,nuevo,PRD-0146,hogar,5,85.82,20.0,68.66,343.3,tarjeta,54,,2026-05-14 01:18:59,2026-05-14 01:19:00.210,5
VN-0002630,2026-05-14 01:18:59.702,EVT-0000176,VN-0002630,venta_completada,tienda_norte,CLI-02289,premium,PRD-0025,electronica,5,397.73,20.0,318.18,1590.9,efectivo,46,,2026-05-14 01:18:59,2026-05-14 01:19:00.210,5
VS-0000689,2026-05-14 01:18:59.806,EVT-0000177,VS-0000689,venta_iniciada,tienda_sur,CLI-00798,recurrente,PRD-0098,electronica,6,793.19,5.0,753.53,4521.18,tarjeta,453,,2026-05-14 01:18:59,2026-05-14 01:19:00.210,5
VN-0005269,2026-05-14 01:18:59.911,EVT-0000178,VN-0005269,venta_completada,tienda_norte,CLI-02201,premium,PRD-0158,deportes,2,230.04,0.0,230.04,460.08,yape,55,,2026-05-14 01:18:59,2026-05-14 01:19:00.210,5
VS-0000677,2026-05-14 01:19:00.014,EVT-0000179,VS-0000677,venta_completada,tienda_sur,CLI-00079,recurrente,PRD-0012,hogar,6,154.12,0.0,154.12,924.72,tarjeta,185,,2026-05-14 01:19:00,2026-05-14 01:19:00.210,5
VN-0005893,2026-05-14 01:19:00.117,EVT-0000180,VN-0005893,feedback_recibido,tienda_norte,CLI-00458,recurrente,PRD-0160,ropa,6,46.94,20.0,37.55,225.3,tarjeta,17,,2026-05-14 01:19:00,2026-05-14 01:19:00.210,5
