message_key,kafka_timestamp,event_id,venta_id,event_type,canal,cliente_id,segmento,producto_id,categoria,cantidad,precio_base,descuento_pct,precio_final,monto_venta,metodo_pago,stock_actual,alerta,event_timestamp,processing_timestamp,batch_id
VN-0005797,2026-05-13 04:25:51.368,EVT-0000561,VN-0005797,venta_completada,tienda_norte,CLI-01010,nuevo,PRD-0186,deportes,4,76.16,10.0,68.54,274.16,yape,91,,2026-05-13 04:25:51,2026-05-13 04:26:00.032,3
VN-0004081,2026-05-13 04:25:51.471,EVT-0000562,VN-0004081,venta_iniciada,tienda_norte,CLI-00107,nuevo,PRD-0188,hogar,5,105.38,5.0,100.11,500.55,efectivo,146,,2026-05-13 04:25:51,2026-05-13 04:26:00.032,3
VN-0005228,2026-05-13 04:25:51.574,EVT-0000563,VN-0005228,venta_completada,tienda_norte,CLI-00455,recurrente,PRD-0109,jugueteria,6,127.43,15.0,108.32,649.92,tarjeta,68,,2026-05-13 04:25:51,2026-05-13 04:26:00.032,3
VN-0004898,2026-05-13 04:25:51.676,EVT-0000564,VN-0004898,venta_completada,tienda_norte,CLI-02252,inactivo,PRD-0185,ropa,6,178.75,0.0,178.75,1072.5,tarjeta,142,,2026-05-13 04:25:51,2026-05-13 04:26:00.032,3
VS-0002745,2026-05-13 04:25:51.778,EVT-0000565,VS-0002745,stock_bajo,tienda_sur,CLI-00979,nuevo,PRD-0053,alimentos,5,5.18,5.0,4.92,24.6,efectivo,272,,2026-05-13 04:25:51,2026-05-13 04:26:00.032,3
VN-0003725,2026-05-13 04:25:51.881,EVT-0000566,VN-0003725,feedback_recibido,tienda_norte,CLI-01583,premium,PRD-0078,ropa,5,54.94,0.0,54.94,274.7,yape,215,,2026-05-13 04:25:51,2026-05-13 04:26:00.032,3
VS-0003339,2026-05-13 04:25:51.983,EVT-0000567,VS-0003339,stock_bajo,tienda_sur,CLI-00838,nuevo,PRD-0174,electronica,1,316.77,5.0,300.93,300.93,efectivo,11,ALERTA_STOCK_BAJO,2026-05-13 04:25:51,2026-05-13 04:26:00.032,3
VS-0001440,2026-05-13 04:25:52.086,EVT-0000568,VS-0001440,venta_iniciada,tienda_sur,CLI-00007,recurrente,PRD-0173,ropa,1,176.53,0.0,176.53,176.53,tarjeta,99,,2026-05-13 04:25:52,2026-05-13 04:26:00.032,3
VN-0005803,2026-05-13 04:25:52.189,EVT-0000569,VN-0005803,descuento_aplicado,tienda_norte,CLI-02062,recurrente,PRD-0017,electronica,5,739.99,0.0,739.99,3699.95,tarjeta,299,,2026-05-13 04:25:52,2026-05-13 04:26:00.032,3
VN-0003308,2026-05-13 04:25:52.291,EVT-0000570,VN-0003308,descuento_aplicado,tienda_norte,CLI-01192,recurrente,PRD-0151,ropa,1,153.64,0.0,153.64,153.64,tarjeta,41,,2026-05-13 04:25:52,2026-05-13 04:26:00.032,3
VS-0001960,2026-05-13 04:25:52.394,EVT-0000571,VS-0001960,descuento_aplicado,tienda_sur,CLI-01430,nuevo,PRD-0150,electronica,5,820.22,10.0,738.2,3691.0,tarjeta,10,,2026-05-13 04:25:52,2026-05-13 04:26:00.032,3
VS-0001403,2026-05-13 04:25:52.496,EVT-0000572,VS-0001403,descuento_aplicado,tienda_sur,CLI-00374,recurrente,PRD-0192,hogar,4,93.06,5.0,88.41,353.64,tarjeta,280,,2026-05-13 04:25:52,2026-05-13 04:26:00.032,3
VN-0004640,2026-05-13 04:25:52.605,EVT-0000573,VN-0004640,venta_iniciada,tienda_norte,CLI-01860,inactivo,PRD-0093,electronica,1,901.82,10.0,811.64,811.64,tarjeta,1,,2026-05-13 04:25:52,2026-05-13 04:26:00.032,3
VS-0002155,2026-05-13 04:25:52.708,EVT-0000574,VS-0002155,descuento_aplicado,tienda_sur,CLI-01597,nuevo,PRD-0064,hogar,4,56.47,10.0,50.82,203.28,tarjeta,196,,2026-05-13 04:25:52,2026-05-13 04:26:00.032,3
VN-0002953,2026-05-13 04:25:52.810,EVT-0000575,VN-0002953,venta_devuelta,tienda_norte,CLI-00491,inactivo,PRD-0098,electronica,6,793.19,10.0,713.87,4283.22,tarjeta,120,ALERTA_DEVOLUCION_ALTO_VALOR,2026-05-13 04:25:52,2026-05-13 04:26:00.032,3
VS-0004233,2026-05-13 04:25:52.913,EVT-0000576,VS-0004233,venta_devuelta,tienda_sur,CLI-01581,nuevo,PRD-0021,belleza,2,18.21,0.0,18.21,36.42,efectivo,57,,2026-05-13 04:25:52,2026-05-13 04:26:00.032,3
VS-0002676,2026-05-13 04:25:53.015,EVT-0000577,VS-0002676,venta_completada,tienda_sur,CLI-01434,inactivo,PRD-0121,electronica,5,881.74,0.0,881.74,4408.7,transferencia,119,,2026-05-13 04:25:53,2026-05-13 04:26:00.032,3
VN-0005874,2026-05-13 04:25:53.117,EVT-0000578,VN-0005874,descuento_aplicado,tienda_norte,CLI-01599,recurrente,PRD-0200,ropa,5,33.95,20.0,27.16,135.8,tarjeta,384,,2026-05-13 04:25:53,2026-05-13 04:26:00.032,3
VN-0001452,2026-05-13 04:25:53.220,EVT-0000579,VN-0001452,venta_completada,tienda_norte,CLI-01713,nuevo,PRD-0083,belleza,2,92.72,0.0,92.72,185.44,efectivo,61,,2026-05-13 04:25:53,2026-05-13 04:26:00.032,3
VS-0004397,2026-05-13 04:25:53.323,EVT-0000580,VS-0004397,venta_completada,tienda_sur,CLI-01295,premium,PRD-0073,belleza,2,68.02,10.0,61.22,122.44,efectivo,190,,2026-05-13 04:25:53,2026-05-13 04:26:00.032,3
VN-0004236,2026-05-13 04:25:53.425,EVT-0000581,VN-0004236,venta_completada,tienda_norte,CLI-02275,premium,PRD-0041,ropa,4,170.99,20.0,136.79,547.16,tarjeta,96,,2026-05-13 04:25:53,2026-05-13 04:26:00.032,3
VN-0005821,2026-05-13 04:25:53.528,EVT-0000582,VN-0005821,venta_completada,tienda_norte,CLI-02996,recurrente,PRD-0189,ropa,4,178.76,5.0,169.82,679.28,yape,43,,2026-05-13 04:25:53,2026-05-13 04:26:00.032,3
VN-0003447,2026-05-13 04:25:53.632,EVT-0000583,VN-0003447,venta_devuelta,tienda_norte,CLI-02464,nuevo,PRD-0089,alimentos,3,68.95,5.0,65.5,196.5,tarjeta,355,,2026-05-13 04:25:53,2026-05-13 04:26:00.032,3
VN-0004299,2026-05-13 04:25:53.735,EVT-0000584,VN-0004299,venta_iniciada,tienda_norte,CLI-02676,recurrente,PRD-0062,jugueteria,5,127.56,20.0,102.05,510.25,efectivo,16,,2026-05-13 04:25:53,2026-05-13 04:26:00.032,3
VN-0003684,2026-05-13 04:25:53.837,EVT-0000585,VN-0003684,stock_bajo,tienda_norte,CLI-02306,premium,PRD-0065,jugueteria,3,199.53,20.0,159.62,478.86,yape,261,,2026-05-13 04:25:53,2026-05-13 04:26:00.032,3
VN-0003946,2026-05-13 04:25:53.941,EVT-0000586,VN-0003946,venta_completada,tienda_norte,CLI-02703,recurrente,PRD-0012,hogar,5,154.12,5.0,146.41,732.05,yape,150,,2026-05-13 04:25:53,2026-05-13 04:26:00.032,3
VN-0005988,2026-05-13 04:25:54.045,EVT-0000587,VN-0005988,feedback_recibido,tienda_norte,CLI-01517,inactivo,PRD-0199,electronica,6,375.09,0.0,375.09,2250.54,tarjeta,67,,2026-05-13 04:25:54,2026-05-13 04:26:00.032,3
VN-0005955,2026-05-13 04:25:54.148,EVT-0000588,VN-0005955,venta_completada,tienda_norte,CLI-00728,nuevo,PRD-0140,hogar,4,117.83,20.0,94.26,377.04,transferencia,19,,2026-05-13 04:25:54,2026-05-13 04:26:00.032,3
VN-0003623,2026-05-13 04:25:54.251,EVT-0000589,VN-0003623,stock_bajo,tienda_norte,CLI-01471,recurrente,PRD-0121,electronica,2,881.74,5.0,837.65,1675.3,efectivo,273,,2026-05-13 04:25:54,2026-05-13 04:26:00.032,3
VN-0001877,2026-05-13 04:25:54.354,EVT-0000590,VN-0001877,descuento_aplicado,tienda_norte,CLI-00828,recurrente,PRD-0038,alimentos,6,41.76,0.0,41.76,250.56,tarjeta,150,,2026-05-13 04:25:54,2026-05-13 04:26:00.032,3
VN-0001364,2026-05-13 04:25:54.456,EVT-0000591,VN-0001364,venta_completada,tienda_norte,CLI-02426,nuevo,PRD-0130,deportes,4,395.01,20.0,316.01,1264.04,tarjeta,155,,2026-05-13 04:25:54,2026-05-13 04:26:00.032,3
VS-0001234,2026-05-13 04:25:54.561,EVT-0000592,VS-0001234,feedback_recibido,tienda_sur,CLI-02941,nuevo,PRD-0153,electronica,3,1181.19,0.0,1181.19,3543.57,efectivo,225,,2026-05-13 04:25:54,2026-05-13 04:26:00.032,3
VS-0000531,2026-05-13 04:25:54.664,EVT-0000593,VS-0000531,venta_iniciada,tienda_sur,CLI-02596,premium,PRD-0128,belleza,5,50.61,10.0,45.55,227.75,yape,424,,2026-05-13 04:25:54,2026-05-13 04:26:00.032,3
VS-0004445,2026-05-13 04:25:54.767,EVT-0000594,VS-0004445,descuento_aplicado,tienda_sur,CLI-02050,nuevo,PRD-0192,hogar,2,93.06,0.0,93.06,186.12,yape,303,,2026-05-13 04:25:54,2026-05-13 04:26:00.032,3
VN-0000264,2026-05-13 04:25:54.869,EVT-0000595,VN-0000264,venta_completada,tienda_norte,CLI-00538,premium,PRD-0149,deportes,2,273.72,10.0,246.35,492.7,yape,243,,2026-05-13 04:25:54,2026-05-13 04:26:00.032,3
VS-0004760,2026-05-13 04:25:54.973,EVT-0000596,VS-0004760,stock_bajo,tienda_sur,CLI-01259,inactivo,PRD-0072,alimentos,6,32.66,0.0,32.66,195.96,tarjeta,10,ALERTA_STOCK_BAJO,2026-05-13 04:25:54,2026-05-13 04:26:00.032,3
VS-0002408,2026-05-13 04:25:55.076,EVT-0000597,VS-0002408,stock_bajo,tienda_sur,CLI-00145,nuevo,PRD-0017,electronica,5,739.99,0.0,739.99,3699.95,yape,267,,2026-05-13 04:25:55,2026-05-13 04:26:00.032,3
VS-0003836,2026-05-13 04:25:55.179,EVT-0000598,VS-0003836,venta_iniciada,tienda_sur,CLI-02724,nuevo,PRD-0073,belleza,6,68.02,15.0,57.82,346.92,transferencia,59,,2026-05-13 04:25:55,2026-05-13 04:26:00.032,3
VS-0000972,2026-05-13 04:25:55.282,EVT-0000599,VS-0000972,venta_iniciada,tienda_sur,CLI-02531,nuevo,PRD-0125,hogar,2,313.28,0.0,313.28,626.56,efectivo,89,,2026-05-13 04:25:55,2026-05-13 04:26:00.032,3
VN-0005379,2026-05-13 04:25:55.386,EVT-0000600,VN-0005379,venta_completada,tienda_norte,CLI-01265,recurrente,PRD-0107,alimentos,2,52.86,10.0,47.57,95.14,transferencia,120,,2026-05-13 04:25:55,2026-05-13 04:26:00.032,3
