venta_id,cliente_id,producto_id,canal,cantidad,precio_unitario,descuento_pct,total_venta,metodo_pago,estado_venta,fecha_venta,zona_tienda
VN-0000017,CLI-01620,PRD-0052,tienda_norte,1,332.63,15,332.63,transferencia,completada,2026-03-17 08:48:11,zona_a
VN-0000018,CLI-02695,PRD-0022,tienda_norte,8,64.46,0,515.68,transferencia,completada,2026-01-31 09:36:13,zona_a
VN-0000019,CLI-02484,PRD-0083,tienda_norte,8,78.81,15,630.48,yape,pendiente,2026-02-10 16:23:06,zona_b
VN-0000020,CLI-02605,PRD-0063,tienda_norte,2,205.14,5,410.28,tarjeta,completada,2026-02-28 07:44:46,zona_c
VN-0000021,CLI-02655,PRD-0039,tienda_norte,4,58.03,5,232.12,yape,devuelta,2026-01-24 12:01:08,zona_c
VN-0000022,CLI-00661,PRD-0088,tienda_norte,3,66.62,0,199.86,tarjeta,completada,2026-03-08 13:06:20,zona_c
VN-0000023,CLI-01459,PRD-0062,tienda_norte,8,108.43,15,867.44,transferencia,completada,2026-03-11 18:42:39,zona_b
VN-0000024,CLI-01241,PRD-0091,tienda_norte,5,39.85,20,199.25,yape,completada,2026-03-30 04:26:58,zona_c
VN-0000025,CLI-01428,PRD-0035,tienda_norte,5,103.23,5,516.15,tarjeta,pendiente,2026-02-15 18:42:44,zona_d
VN-0000026,CLI-00741,PRD-0088,tienda_norte,3,59.96,10,179.88,tarjeta,completada,2026-02-23 13:56:53,zona_c
VN-0000027,CLI-02670,PRD-0030,tienda_norte,5,246.84,0,1234.2,efectivo,completada,2026-02-08 03:44:46,zona_d
VN-0000028,CLI-00940,PRD-0058,tienda_norte,1,175.53,0,175.53,tarjeta,completada,2026-02-11 11:27:43,zona_b
VN-0000029,CLI-00197,PRD-0165,tienda_norte,1,867.52,5,867.52,tarjeta,devuelta,2026-02-09 21:02:05,zona_b
VN-0000030,CLI-01487,PRD-0023,tienda_norte,3,58.31,10,174.93,transferencia,devuelta,2026-01-15 18:02:19,zona_b
VN-0000031,CLI-01115,PRD-0052,tienda_norte,7,371.76,5,2602.32,efectivo,completada,2026-01-04 06:37:32,zona_b
VN-0000032,CLI-01249,PRD-0177,tienda_norte,1,1066.18,0,1066.18,tarjeta,completada,2026-01-20 07:10:42,zona_a
VN-0000033,CLI-00624,PRD-0019,tienda_norte,3,261.02,10,783.06,efectivo,completada,2026-02-08 20:29:46,zona_d
VN-0000034,CLI-01091,PRD-0027,tienda_norte,4,29.13,5,116.52,yape,completada,2026-01-02 00:11:23,zona_b
VN-0000035,CLI-01863,PRD-0096,tienda_norte,7,70.28,10,491.96,transferencia,completada,2026-03-17 13:46:49,zona_b
VN-0000036,CLI-00636,PRD-0004,tienda_norte,5,53.89,0,269.45,tarjeta,devuelta,2026-03-04 09:37:05,zona_b
VN-0000037,CLI-00805,PRD-0156,tienda_norte,3,85.25,10,255.75,yape,completada,2026-01-13 02:53:34,zona_b
VN-0000038,CLI-00315,PRD-0163,tienda_norte,2,88.02,5,176.04,tarjeta,devuelta,2026-02-19 07:08:38,zona_d
VN-0000039,CLI-01308,PRD-0020,tienda_norte,8,308.84,5,2470.72,yape,completada,2026-02-21 00:34:36,zona_a
VN-0000040,CLI-02415,PRD-0150,tienda_norte,1,820.22,0,820.22,efectivo,completada,2026-01-18 17:54:08,zona_a
VN-0000041,CLI-01108,PRD-0166,tienda_norte,6,491.34,0,2948.04,tarjeta,completada,2026-03-29 15:50:04,zona_b
VN-0000042,CLI-00139,PRD-0131,tienda_norte,1,311.16,10,311.16,efectivo,completada,2026-02-02 23:30:48,zona_d
VN-0000043,CLI-02582,PRD-0035,tienda_norte,7,97.79,10,684.53,tarjeta,completada,2026-02-21 19:21:01,zona_c
VN-0000044,CLI-02411,PRD-0100,tienda_norte,7,362.73,0,2539.11,tarjeta,completada,2026-02-21 13:50:54,zona_c
VN-0000045,CLI-01242,PRD-0143,tienda_norte,7,17.91,20,125.37,yape,completada,2026-03-06 01:41:17,zona_b
VN-0000046,CLI-01288,PRD-0161,tienda_norte,7,33.75,0,236.25,yape,completada,2026-03-12 08:53:13,zona_d
VN-0000047,CLI-01124,PRD-0162,tienda_norte,2,84.67,0,169.34,tarjeta,completada,2026-01-03 17:03:36,zona_d
VN-0000048,CLI-02570,PRD-0119,tienda_norte,3,136.14,20,408.42,tarjeta,pendiente,2026-02-27 08:19:44,zona_d
VN-0000049,CLI-01825,PRD-0129,tienda_norte,2,84.96,15,169.92,tarjeta,completada,2026-02-09 23:00:53,zona_d
VN-0000050,CLI-02250,PRD-0011,tienda_norte,1,64.06,15,64.06,tarjeta,completada,2026-03-12 18:07:30,zona_d
VN-0000051,CLI-00836,PRD-0180,tienda_norte,5,15.49,5,77.45,tarjeta,devuelta,2026-01-04 09:47:56,zona_a
VN-0000052,CLI-00560,PRD-0159,tienda_norte,3,1128.82,0,3386.46,tarjeta,completada,2026-02-20 01:10:42,zona_a
VN-0000053,CLI-01819,PRD-0160,tienda_norte,1,46.94,0,46.94,tarjeta,completada,2026-01-23 19:17:20,zona_a
VN-0000054,CLI-02276,PRD-0068,tienda_norte,7,149.99,10,1049.93,tarjeta,completada,2026-03-23 07:04:04,zona_d
VN-0000055,CLI-02348,PRD-0168,tienda_norte,5,227.12,25,1135.6,yape,completada,2026-02-25 03:47:37,zona_b
VN-0000056,CLI-01864,PRD-0157,tienda_norte,8,255.78,5,2046.24,yape,completada,2026-01-22 20:06:41,zona_b
VN-0000057,CLI-02417,PRD-0182,tienda_norte,4,104.56,10,418.24,tarjeta,pendiente,2026-02-01 17:46:41,zona_a
VN-0000058,CLI-02377,PRD-0068,tienda_norte,7,141.65,15,991.55,tarjeta,completada,2026-03-30 15:31:25,zona_b
VN-0000059,CLI-01927,PRD-0184,tienda_norte,5,119.52,20,597.6,tarjeta,completada,2026-03-15 01:51:18,zona_a
VN-0000060,CLI-00983,PRD-0175,tienda_norte,2,74.48,0,148.96,transferencia,completada,2026-01-15 04:28:51,zona_a
VN-0000061,CLI-01679,PRD-0024,tienda_norte,3,135.72,0,407.16,yape,devuelta,2026-01-14 02:26:34,zona_c
VN-0000062,CLI-02658,PRD-0169,tienda_norte,1,1010.95,5,1010.95,transferencia,completada,2026-03-27 13:18:45,zona_c
VN-0000063,CLI-02463,PRD-0021,tienda_norte,3,17.3,5,51.9,tarjeta,devuelta,2026-01-17 18:25:32,zona_c
VN-0000064,CLI-01422,PRD-0046,tienda_norte,3,362.76,0,1088.28,transferencia,devuelta,2026-01-12 23:50:30,zona_a
VN-0000065,CLI-01720,PRD-0012,tienda_norte,4,154.12,0,616.48,yape,completada,2026-01-14 07:43:49,zona_c
VN-0000066,CLI-00917,PRD-0113,tienda_norte,8,130.58,20,1044.64,tarjeta,completada,2026-02-27 00:01:50,zona_b
VN-0000067,CLI-00732,PRD-0172,tienda_norte,5,143.3,0,716.5,yape,completada,2026-03-31 01:48:00,zona_b
VN-0000068,CLI-01027,PRD-0151,tienda_norte,5,153.64,0,768.2,efectivo,completada,2026-01-16 08:26:19,zona_d
VN-0000069,CLI-02313,PRD-0140,tienda_norte,5,117.83,0,589.15,yape,completada,2026-03-26 18:40:50,zona_d
VN-0000070,CLI-01119,PRD-0199,tienda_norte,8,375.09,0,3000.72,tarjeta,completada,2026-01-14 04:51:50,zona_a
VN-0000071,CLI-01668,PRD-0197,tienda_norte,3,39.52,15,118.56,yape,devuelta,2026-03-03 02:44:22,zona_d
VN-0000072,CLI-00525,PRD-0172,tienda_norte,6,136.13,5,816.78,tarjeta,completada,2026-03-10 17:46:02,zona_d
VN-0000073,CLI-00851,PRD-0113,tienda_norte,4,122.41,25,489.64,yape,completada,2026-02-11 03:32:59,zona_d
VN-0000074,CLI-00287,PRD-0169,tienda_norte,1,904.54,15,904.54,tarjeta,completada,2026-03-01 02:09:53,zona_d
VN-0000075,CLI-02324,PRD-0153,tienda_norte,4,1181.19,0,4724.76,tarjeta,completada,2026-03-26 20:22:47,zona_a
VN-0000076,CLI-00584,PRD-0116,tienda_norte,5,8.29,10,41.45,tarjeta,completada,2026-03-05 20:14:31,zona_c
VN-0000077,CLI-02917,PRD-0061,tienda_norte,8,771.58,10,6172.64,yape,completada,2026-03-06 16:53:26,zona_b
VN-0000078,CLI-01608,PRD-0032,tienda_norte,8,125.82,5,1006.56,yape,completada,2026-03-01 16:25:01,zona_d
VN-0000079,CLI-00039,PRD-0143,tienda_norte,2,22.39,0,44.78,tarjeta,completada,2026-02-28 21:33:42,zona_a
VN-0000080,CLI-00774,PRD-0060,tienda_norte,7,139.14,0,973.98,yape,devuelta,2026-03-05 11:21:39,zona_a
VN-0000081,CLI-01639,PRD-0007,tienda_norte,2,15.89,20,31.78,tarjeta,completada,2026-01-27 11:09:56,zona_c
VN-0000082,CLI-01312,PRD-0087,tienda_norte,6,35.47,10,212.82,efectivo,devuelta,2026-03-16 03:36:25,zona_a
VN-0000083,CLI-00821,PRD-0192,tienda_norte,5,93.06,0,465.3,tarjeta,completada,2026-01-01 08:43:19,zona_d
VN-0000084,CLI-01159,PRD-0023,tienda_norte,2,61.55,5,123.1,efectivo,completada,2026-03-19 22:47:55,zona_a
VN-0000085,CLI-02487,PRD-0130,tienda_norte,7,395.01,0,2765.07,efectivo,completada,2026-03-30 14:26:23,zona_b
VN-0000086,CLI-01530,PRD-0192,tienda_norte,8,83.75,10,670.0,yape,completada,2026-01-12 20:57:02,zona_b
VN-0000087,CLI-02631,PRD-0197,tienda_norte,8,39.52,15,316.16,yape,devuelta,2026-01-29 12:28:51,zona_b
VN-0000088,CLI-01109,PRD-0068,tienda_norte,3,166.65,0,499.95,tarjeta,completada,2026-02-11 12:59:56,zona_b
VN-0000089,CLI-00613,PRD-0047,tienda_norte,4,206.61,15,826.44,tarjeta,completada,2026-03-20 03:45:36,zona_c
VN-0000090,CLI-00597,PRD-0135,tienda_norte,6,117.62,5,705.72,tarjeta,completada,2026-03-24 08:26:04,zona_b
VN-0000091,CLI-02647,PRD-0026,tienda_norte,6,1106.95,5,6641.7,tarjeta,completada,2026-03-01 20:53:38,zona_c
VN-0000092,CLI-02483,PRD-0051,tienda_norte,3,328.46,0,985.38,efectivo,completada,2026-01-22 15:31:19,zona_c
VN-0000093,CLI-01746,PRD-0115,tienda_norte,7,915.33,20,6407.31,efectivo,completada,2026-01-20 11:50:11,zona_b
VN-0000094,CLI-02048,PRD-0069,tienda_norte,3,55.23,0,165.69,transferencia,completada,2026-02-06 12:09:50,zona_a
VN-0000095,CLI-01863,PRD-0108,tienda_norte,2,139.33,0,278.66,tarjeta,completada,2026-03-29 09:50:48,zona_d
VN-0000096,CLI-00337,PRD-0051,tienda_norte,6,295.61,10,1773.66,yape,completada,2026-03-27 23:28:29,zona_a
VN-0000097,CLI-02321,PRD-0043,tienda_norte,1,22.93,5,22.93,yape,completada,2026-02-07 06:11:36,zona_b
VN-0000098,CLI-02878,PRD-0162,tienda_norte,5,80.44,5,402.2,transferencia,completada,2026-01-30 03:34:51,zona_a
VN-0000099,CLI-00346,PRD-0044,tienda_norte,3,90.07,15,270.21,yape,completada,2026-03-08 06:07:53,zona_c
VN-0000100,CLI-00608,PRD-0178,tienda_norte,4,74.46,15,297.84,yape,completada,2026-03-19 08:59:28,zona_c
VN-0000101,CLI-00370,PRD-0046,tienda_norte,3,326.48,10,979.44,yape,completada,2026-01-19 16:21:47,zona_b
VN-0000102,CLI-01598,PRD-0084,tienda_norte,6,94.46,15,566.76,efectivo,completada,2026-01-02 11:01:49,zona_a
VN-0000103,CLI-01936,PRD-0048,tienda_norte,2,307.21,0,614.42,tarjeta,completada,2026-01-06 03:18:26,zona_d
VN-0000104,CLI-00946,PRD-0174,tienda_norte,7,316.77,0,2217.39,transferencia,completada,2026-03-27 02:23:57,zona_c
VN-0000105,CLI-01195,PRD-0174,tienda_norte,6,300.93,5,1805.58,yape,completada,2026-02-23 12:11:16,zona_b
VN-0000106,CLI-02460,PRD-0008,tienda_norte,2,1107.3,0,2214.6,tarjeta,completada,2026-01-20 19:06:37,zona_b
VN-0000107,CLI-02077,PRD-0171,tienda_norte,5,26.1,15,130.5,tarjeta,completada,2026-02-12 19:40:32,zona_a
VN-0000108,CLI-00698,PRD-0003,tienda_norte,2,176.5,0,353.0,transferencia,completada,2026-02-15 21:12:09,zona_a
VN-0000109,CLI-00431,PRD-0142,tienda_norte,1,109.14,10,109.14,yape,completada,2026-01-14 19:44:34,zona_b
VN-0000110,CLI-00626,PRD-0170,tienda_norte,1,89.41,20,89.41,yape,completada,2026-03-28 04:37:53,zona_d
VN-0000111,CLI-01053,PRD-0028,tienda_norte,8,8.52,0,68.16,yape,completada,2026-01-13 12:07:13,zona_c
VN-0000112,CLI-02664,PRD-0045,tienda_norte,7,35.29,5,247.03,tarjeta,completada,2026-01-31 11:12:03,zona_a
VN-0000113,CLI-01022,PRD-0188,tienda_norte,6,100.11,5,600.66,yape,completada,2026-02-25 03:54:58,zona_b
VN-0000114,CLI-02905,PRD-0122,tienda_norte,3,224.56,10,673.68,tarjeta,completada,2026-03-07 09:06:13,zona_b
VN-0000115,CLI-00561,PRD-0107,tienda_norte,5,52.86,0,264.3,transferencia,completada,2026-02-25 13:43:09,zona_b
VN-0000116,CLI-00180,PRD-0194,tienda_norte,8,140.74,20,1125.92,yape,completada,2026-01-25 11:38:15,zona_d
VN-0000117,CLI-02234,PRD-0023,tienda_norte,8,61.55,5,492.4,efectivo,completada,2026-03-04 21:42:27,zona_c
VN-0000118,CLI-02602,PRD-0074,tienda_norte,7,100.23,0,701.61,tarjeta,completada,2026-02-26 06:19:07,zona_d
VN-0000119,CLI-00759,PRD-0101,tienda_norte,5,1128.73,0,5643.65,efectivo,completada,2026-03-28 22:40:50,zona_c
VN-0000120,CLI-02772,PRD-0111,tienda_norte,6,73.87,0,443.22,transferencia,completada,2026-01-17 16:34:29,zona_c
VN-0000121,CLI-02368,PRD-0104,tienda_norte,4,195.93,0,783.72,tarjeta,completada,2026-01-20 06:22:22,zona_c
VN-0000122,CLI-01013,PRD-0072,tienda_norte,7,27.76,15,194.32,tarjeta,pendiente,2026-02-14 21:39:28,zona_d
VN-0000123,CLI-00822,PRD-0110,tienda_norte,1,208.82,0,208.82,yape,completada,2026-02-06 18:27:55,zona_d
VN-0000124,CLI-02695,PRD-0012,tienda_norte,7,146.41,5,1024.87,tarjeta,completada,2026-03-12 05:23:51,zona_c
VN-0000125,CLI-01487,PRD-0019,tienda_norte,6,261.02,10,1566.12,transferencia,completada,2026-03-22 05:53:33,zona_d
VN-0000126,CLI-02890,PRD-0083,tienda_norte,6,92.72,0,556.32,tarjeta,devuelta,2026-01-30 19:08:57,zona_d
VN-0000127,CLI-00273,PRD-0160,tienda_norte,8,46.94,0,375.52,tarjeta,completada,2026-01-04 02:56:57,zona_b
VN-0000128,CLI-00392,PRD-0187,tienda_norte,2,24.78,5,49.56,tarjeta,devuelta,2026-01-22 08:50:37,zona_c
VN-0000129,CLI-02924,PRD-0014,tienda_norte,6,315.58,0,1893.48,yape,completada,2026-03-24 08:16:59,zona_a
VN-0000130,CLI-00228,PRD-0076,tienda_norte,4,135.89,0,543.56,yape,completada,2026-02-07 21:22:17,zona_a
VN-0000131,CLI-00463,PRD-0175,tienda_norte,5,74.48,0,372.4,transferencia,completada,2026-01-29 22:35:27,zona_a
VN-0000132,CLI-01018,PRD-0169,tienda_norte,6,1010.95,5,6065.7,tarjeta,devuelta,2026-03-08 02:37:45,zona_c
VN-0000133,CLI-02727,PRD-0152,tienda_norte,8,99.91,0,799.28,tarjeta,completada,2026-02-03 00:37:21,zona_c
VN-0000134,CLI-02884,PRD-0191,tienda_norte,3,173.53,0,520.59,yape,completada,2026-03-21 15:58:49,zona_c
VN-0000135,CLI-01476,PRD-0041,tienda_norte,1,162.44,5,162.44,transferencia,completada,2026-03-01 11:53:54,zona_c
VN-0000136,CLI-02222,PRD-0060,tienda_norte,2,125.23,10,250.46,tarjeta,completada,2026-03-04 15:56:42,zona_b
VN-0000137,CLI-01252,PRD-0057,tienda_norte,1,358.8,10,358.8,efectivo,completada,2026-01-19 11:11:08,zona_a
VN-0000138,CLI-02608,PRD-0052,tienda_norte,1,371.76,5,371.76,efectivo,completada,2026-01-29 22:21:18,zona_a
VN-0000139,CLI-00020,PRD-0039,tienda_norte,6,61.08,0,366.48,tarjeta,completada,2026-03-13 02:50:17,zona_a
VN-0000140,CLI-01439,PRD-0036,tienda_norte,7,38.79,10,271.53,efectivo,completada,2026-03-05 00:51:37,zona_d
VN-0000141,CLI-00197,PRD-0091,tienda_norte,7,39.85,20,278.95,tarjeta,completada,2026-01-25 10:07:05,zona_c
VN-0000142,CLI-01547,PRD-0054,tienda_norte,8,98.65,0,789.2,tarjeta,completada,2026-03-30 10:13:03,zona_d
VN-0000143,CLI-01010,PRD-0090,tienda_norte,6,10.81,10,64.86,efectivo,completada,2026-03-30 14:17:26,zona_c
VN-0000144,CLI-00192,PRD-0115,tienda_norte,3,1086.95,5,3260.85,yape,devuelta,2026-01-11 03:40:09,zona_a
VN-0000145,CLI-02128,PRD-0051,tienda_norte,7,295.61,10,2069.27,yape,completada,2026-01-09 07:42:42,zona_b
VN-0000146,CLI-02474,PRD-0035,tienda_norte,7,86.93,20,608.51,yape,completada,2026-02-17 16:55:54,zona_c
VN-0000147,CLI-01090,PRD-0002,tienda_norte,2,35.98,0,71.96,yape,completada,2026-01-21 20:40:54,zona_b
VN-0000148,CLI-01050,PRD-0166,tienda_norte,6,491.34,0,2948.04,tarjeta,completada,2026-02-12 04:58:41,zona_d
VN-0000149,CLI-01067,PRD-0092,tienda_norte,5,1046.03,10,5230.15,tarjeta,completada,2026-03-02 21:25:54,zona_d
VN-0000150,CLI-01954,PRD-0001,tienda_norte,7,342.28,10,2395.96,tarjeta,completada,2026-02-09 23:36:20,zona_d
VN-0000151,CLI-02846,PRD-0070,tienda_norte,7,457.5,10,3202.5,efectivo,completada,2026-03-30 13:46:45,zona_b
VN-0000152,CLI-00116,PRD-0116,tienda_norte,3,8.29,10,24.87,tarjeta,completada,2026-01-20 17:05:19,zona_b
VN-0000153,CLI-00045,PRD-0070,tienda_norte,7,508.33,0,3558.31,efectivo,completada,2026-01-21 11:29:12,zona_d
VN-0000154,CLI-00249,PRD-0020,tienda_norte,7,260.07,20,1820.49,transferencia,completada,2026-02-05 07:40:24,zona_d
VN-0000155,CLI-00568,PRD-0081,tienda_norte,6,98.39,15,590.34,yape,completada,2026-01-11 22:39:14,zona_c
VN-0000156,CLI-01362,PRD-0087,tienda_norte,5,37.44,5,187.2,transferencia,completada,2026-03-17 02:28:28,zona_b
VN-0000157,CLI-02736,PRD-0132,tienda_norte,5,658.28,0,3291.4,yape,completada,2026-03-16 03:37:13,zona_b
VN-0000158,CLI-02285,PRD-0185,tienda_norte,1,160.88,10,160.88,tarjeta,completada,2026-02-22 17:05:58,zona_a
VN-0000159,CLI-01388,PRD-0119,tienda_norte,3,170.18,0,510.54,yape,devuelta,2026-01-28 18:18:44,zona_a
VN-0000160,CLI-02704,PRD-0095,tienda_norte,5,45.05,10,225.25,efectivo,completada,2026-03-13 07:46:28,zona_d
VN-0000161,CLI-01494,PRD-0020,tienda_norte,5,243.82,25,1219.1,yape,completada,2026-01-19 04:31:16,zona_d
VN-0000162,CLI-01042,PRD-0178,tienda_norte,3,87.6,0,262.8,tarjeta,completada,2026-03-03 21:09:05,zona_b
VN-0000163,CLI-02676,PRD-0160,tienda_norte,4,46.94,0,187.76,transferencia,completada,2026-02-26 08:46:29,zona_c
VN-0000164,CLI-01017,PRD-0055,tienda_norte,4,20.29,0,81.16,yape,completada,2026-01-08 14:17:57,zona_b
VN-0000165,CLI-02190,PRD-0079,tienda_norte,6,262.18,10,1573.08,efectivo,completada,2026-01-12 22:40:52,zona_c
VN-0000166,CLI-02360,PRD-0142,tienda_norte,8,97.02,20,776.16,transferencia,completada,2026-01-07 19:28:11,zona_b
VN-0000167,CLI-02717,PRD-0108,tienda_norte,6,111.46,20,668.76,yape,completada,2026-01-12 15:14:08,zona_a
VN-0000168,CLI-02829,PRD-0011,tienda_norte,8,71.6,5,572.8,transferencia,completada,2026-01-20 22:47:20,zona_a
VN-0000169,CLI-00360,PRD-0080,tienda_norte,5,135.57,5,677.85,transferencia,completada,2026-03-31 13:01:50,zona_b
VN-0000170,CLI-00547,PRD-0017,tienda_norte,5,739.99,0,3699.95,tarjeta,completada,2026-02-04 13:14:50,zona_b
VN-0000171,CLI-01812,PRD-0170,tienda_norte,3,95.0,15,285.0,yape,completada,2026-01-30 15:17:09,zona_a
VN-0000172,CLI-00313,PRD-0109,tienda_norte,3,127.43,0,382.29,yape,completada,2026-03-21 14:15:34,zona_c
VN-0000173,CLI-01342,PRD-0142,tienda_norte,6,121.27,0,727.62,tarjeta,completada,2026-03-16 09:08:37,zona_c
VN-0000174,CLI-02147,PRD-0158,tienda_norte,5,230.04,0,1150.2,tarjeta,completada,2026-03-06 10:23:42,zona_a
VN-0000175,CLI-01969,PRD-0114,tienda_norte,6,228.8,10,1372.8,yape,completada,2026-02-13 04:27:36,zona_d
VN-0000176,CLI-01183,PRD-0063,tienda_norte,2,215.94,0,431.88,tarjeta,completada,2026-01-16 17:05:33,zona_a
VN-0000177,CLI-02977,PRD-0180,tienda_norte,3,13.86,15,41.58,transferencia,completada,2026-01-10 15:40:36,zona_c
VN-0000178,CLI-00829,PRD-0151,tienda_norte,3,138.28,10,414.84,efectivo,completada,2026-03-06 19:20:46,zona_a
VN-0000179,CLI-00218,PRD-0178,tienda_norte,8,87.6,0,700.8,yape,completada,2026-01-04 03:47:48,zona_c
VN-0000180,CLI-01213,PRD-0150,tienda_norte,2,738.2,10,1476.4,yape,completada,2026-03-24 19:45:03,zona_d
VN-0000181,CLI-02431,PRD-0159,tienda_norte,8,1072.38,5,8579.04,yape,completada,2026-01-18 14:42:08,zona_b
VN-0000182,CLI-00955,PRD-0028,tienda_norte,5,8.52,0,42.6,efectivo,completada,2026-03-28 14:54:31,zona_d
VN-0000183,CLI-02701,PRD-0042,tienda_norte,1,76.12,0,76.12,efectivo,completada,2026-02-13 11:04:05,zona_d
VN-0000184,CLI-02155,PRD-0005,tienda_norte,4,180.66,15,722.64,efectivo,devuelta,2026-02-15 07:17:23,zona_a
VN-0000185,CLI-01941,PRD-0127,tienda_norte,1,41.04,0,41.04,tarjeta,completada,2026-01-16 05:47:42,zona_d
VN-0000186,CLI-01490,PRD-0029,tienda_norte,8,100.57,0,804.56,efectivo,completada,2026-03-02 09:50:33,zona_b
VN-0000187,CLI-02888,PRD-0181,tienda_norte,7,106.33,0,744.31,yape,completada,2026-02-28 21:27:39,zona_d
VN-0000188,CLI-02225,PRD-0147,tienda_norte,5,37.47,25,187.35,tarjeta,completada,2026-02-06 17:29:30,zona_d
VN-0000189,CLI-00764,PRD-0001,tienda_norte,6,380.31,0,2281.86,efectivo,completada,2026-03-05 02:15:53,zona_b
VN-0000190,CLI-02237,PRD-0179,tienda_norte,5,389.09,0,1945.45,tarjeta,completada,2026-02-13 07:16:35,zona_b
VN-0000191,CLI-02374,PRD-0145,tienda_norte,6,255.48,25,1532.88,tarjeta,devuelta,2026-02-15 16:18:36,zona_a
VN-0000192,CLI-00863,PRD-0156,tienda_norte,1,89.98,5,89.98,yape,completada,2026-03-28 11:09:02,zona_c
VN-0000193,CLI-00092,PRD-0019,tienda_norte,8,290.02,0,2320.16,efectivo,completada,2026-01-23 01:55:58,zona_d
VN-0000194,CLI-00491,PRD-0126,tienda_norte,8,991.07,5,7928.56,transferencia,completada,2026-02-03 20:20:05,zona_b
VN-0000195,CLI-00422,PRD-0008,tienda_norte,6,1107.3,0,6643.8,yape,pendiente,2026-02-23 14:26:12,zona_a
VN-0000196,CLI-02120,PRD-0121,tienda_norte,2,837.65,5,1675.3,tarjeta,pendiente,2026-01-30 14:32:57,zona_b
VN-0000197,CLI-02735,PRD-0110,tienda_norte,6,198.38,5,1190.28,tarjeta,completada,2026-03-05 12:16:11,zona_c
VN-0000198,CLI-02370,PRD-0051,tienda_norte,3,328.46,0,985.38,efectivo,completada,2026-01-11 20:47:37,zona_b
VN-0000199,CLI-00314,PRD-0091,tienda_norte,7,44.83,10,313.81,tarjeta,completada,2026-02-10 07:21:10,zona_d
VN-0000200,CLI-02020,PRD-0138,tienda_norte,2,146.2,0,292.4,tarjeta,completada,2026-02-02 17:14:30,zona_d
VN-0000201,CLI-00564,PRD-0004,tienda_norte,3,40.42,25,121.26,yape,completada,2026-02-08 11:43:36,zona_d
VN-0000202,CLI-02851,PRD-0036,tienda_norte,3,43.1,0,129.3,tarjeta,completada,2026-01-31 18:58:02,zona_b
VN-0000203,CLI-00524,PRD-0161,tienda_norte,1,33.75,0,33.75,yape,completada,2026-01-06 21:58:55,zona_d
VN-0000204,CLI-02728,PRD-0106,tienda_norte,5,233.66,0,1168.3,efectivo,completada,2026-02-02 10:29:31,zona_a
VN-0000205,CLI-00977,PRD-0110,tienda_norte,5,208.82,0,1044.1,efectivo,completada,2026-02-12 21:09:40,zona_c
VN-0000206,CLI-02698,PRD-0035,tienda_norte,8,108.66,0,869.28,efectivo,completada,2026-03-16 21:34:22,zona_c
VN-0000207,CLI-01584,PRD-0156,tienda_norte,8,85.25,10,682.0,tarjeta,completada,2026-01-12 11:36:27,zona_a
VN-0000208,CLI-02251,PRD-0161,tienda_norte,6,33.75,0,202.5,yape,completada,2026-01-01 18:48:39,zona_d
